,_id,l_ID,r_ID,l_name,l_city,l_zipcode,l_review_count,l_latitude,l_longitude,l_rating,l_address,l_zomato_id,l_yelp_id,r_name,r_city,r_zipcode,r_review_count,r_latitude,r_longitude,r_rating,r_address,r_zomato_id,r_yelp_id
68283,68283,a8241,b496,Amy's Cafe,Madison,53703,36,43.0745706,-89.3940617,4.0,414 W Gilman St,0,VrE8b5u-ai47W__Diw_mKg,Sunroom Cafe,Madison,53703,176,43.07499,-89.395985,3.9,638 State St$*$ Madison$*$ WI 53703,17503348,0
68286,68286,a8242,b401,Mad Dogs Eatery,Madison,53703,17,43.0751242,-89.390236,3.0,309 N Henry St,0,u6sbx5j-06KmPxUwY_mDqg,Ha Long Bay,Madison,53703,1028,43.085073,-89.361469,4.9,1353 Williamson St.$*$ Madison$*$ WI 53703,17503434,0
68433,68433,a9393,b441,Silver Dollar Tavern,Madison,53703,28,43.0742918,-89.3870431,3.5,117 W Mifflin St,0,z61ppZjZkBJI9iz0wTf5nQ,Cooper's Tavern,Madison,53703,319,43.075386,-89.38557,4.1,20 W. Mifflin$*$ Madison$*$ WI 53703,17503480,0
68598,68598,a9514,b441,Main Depot Tavern,Madison,53703,11,43.0672802,-89.392125,4.0,627 W Main St,0,w53wITixOgDFWld-X1mMng,Cooper's Tavern,Madison,53703,319,43.075386,-89.38557,4.1,20 W. Mifflin$*$ Madison$*$ WI 53703,17503480,0
68623,68623,a9515,b414,Marigold Kitchen,Madison,53703,437,43.07434303,-89.3815575,4.0,118 S Pinckney St,0,BuS11AF9XSHEShscxQEzeg,Marigold Kitchen,Madison,53703,576,43.0744,-89.3819,4.4,118 S Pinckney St$*$ Madison$*$ WI 53703,17502369,0
68829,68829,a10456,b441,Red Shed Tavern,Madison,53703,31,43.0735699,-89.396101,3.0,406 N Frances St,0,0vyh1UE4HH8ayZtXNxIfeQ,Cooper's Tavern,Madison,53703,319,43.075386,-89.38557,4.1,20 W. Mifflin$*$ Madison$*$ WI 53703,17503480,0
68994,68994,a11730,b441,Moe's Tavern & Grill,Madison,53703,9,43.0747406,-89.3865796,2.5,118 State St,0,eQL6UKYvkWERh21rF0Blnw,Cooper's Tavern,Madison,53703,319,43.075386,-89.38557,4.1,20 W. Mifflin$*$ Madison$*$ WI 53703,17503480,0
69387,69387,a15112,b432,Jamerica Caribbean Restaurant,Madison,53703,51,43.0841543,-89.3633455,3.5,1236 Williamson St,0,rECtpzeqtOdR5gIWiXoGfQ,L'Etoile Restaurant,Madison,53703,334,43.075786,-89.383231,4.2,1 South Pinckney Street$*$ Madison$*$ WI 53703,17503345,0
69393,69393,a15112,b446,Jamerica Caribbean Restaurant,Madison,53703,51,43.0841543,-89.3633455,3.5,1236 Williamson St,0,rECtpzeqtOdR5gIWiXoGfQ,Kabul Afghanistan Restaurant,Madison,53703,278,43.0747,-89.3943,4.1,540 State St$*$ Madison$*$ WI 53703,17502314,0
69394,69394,a15112,b447,Jamerica Caribbean Restaurant,Madison,53703,51,43.0841543,-89.3633455,3.5,1236 Williamson St,0,rECtpzeqtOdR5gIWiXoGfQ,Bandung Indonesian Restaurant,Madison,53703,262,43.0763,-89.3756,4.1,600 Williamson St$*$ Madison$*$ WI 53703,17501972,0
69397,69397,a15112,b454,Jamerica Caribbean Restaurant,Madison,53703,51,43.0841543,-89.3633455,3.5,1236 Williamson St,0,rECtpzeqtOdR5gIWiXoGfQ,Wasabi Japanese Restaurant,Madison,53703,241,43.0747,-89.3925,4.1,449 State St Ste 2G$*$ Madison$*$ WI 53703,17502747,0
69398,69398,a15112,b456,Jamerica Caribbean Restaurant,Madison,53703,51,43.0841543,-89.3633455,3.5,1236 Williamson St,0,rECtpzeqtOdR5gIWiXoGfQ,Lao Laan-Xang Restaurant,Madison,53703,198,43.0827,-89.3654,4.1,1146 Williamson St$*$ Madison$*$ WI 53703,17502331,0
69399,69399,a15112,b468,Jamerica Caribbean Restaurant,Madison,53703,51,43.0841543,-89.3633455,3.5,1236 Williamson St,0,rECtpzeqtOdR5gIWiXoGfQ,Parthenon Gyros Restaurant,Madison,53703,174,43.0749,-89.3904,4.0,316 State St$*$ Madison$*$ WI 53703,17502488,0
69616,69616,a19240,b426,Palmyra Mediterranean Grill,Madison,53703,65,43.0748105,-89.3925202,3.5,419 State St,0,tTjXkqN-XVLIP3Vk9EozJg,Samba Brazilian Grill,Madison,53703,628,43.0759,-89.3923,4.2,240 W Gilman St$*$ Madison$*$ WI 53703,17502590,0
69633,69633,a19240,b479,Palmyra Mediterranean Grill,Madison,53703,65,43.0748105,-89.3925202,3.5,419 State St,0,tTjXkqN-XVLIP3Vk9EozJg,Mediterranean Cafe,Madison,53703,127,43.0747,-89.3959,4.0,625 State St$*$ Madison$*$ WI 53703,17502390,0
69687,69687,a19358,b441,The Caribou Tavern,Madison,53703,50,43.0819486,-89.379443,4.0,703 E Johnson St,0,BvyUXno0grQerd5cZGDFPw,Cooper's Tavern,Madison,53703,319,43.075386,-89.38557,4.1,20 W. Mifflin$*$ Madison$*$ WI 53703,17503480,0
69737,69737,a19830,b498,St Vincent De Paul Stores,Madison,53703,31,43.084566,-89.361932,3.5,1309 Williamson St,0,yvMtbr_GaEnQ7eXYDvqBjQ,Vientiane Palace,Madison,53703,178,43.0759,-89.3898,3.9,151 W Gorham St$*$ Madison$*$ WI 53703,17502738,0
69904,69904,a21768,b402,The Old Fashioned,Madison,53703,1236,43.07618625,-89.38375722,4.0,23 N Pinckney St,0,RJNAeNA-209sctUO0dmwuA,The Old Fashioned,Madison,53703,1610,43.076277,-89.383534,4.8,23 N Pinckney St$*$ Madison$*$ WI 53703,17502451,0
70014,70014,a21962,b432,Bandung Indonesian Restaurant,Madison,53703,169,43.076604,-89.3745656,4.0,600 Williamson St$*$ Ste M,0,NiBzh0kHusvH5rdnpm7yVw,L'Etoile Restaurant,Madison,53703,334,43.075786,-89.383231,4.2,1 South Pinckney Street$*$ Madison$*$ WI 53703,17503345,0
70020,70020,a21962,b446,Bandung Indonesian Restaurant,Madison,53703,169,43.076604,-89.3745656,4.0,600 Williamson St$*$ Ste M,0,NiBzh0kHusvH5rdnpm7yVw,Kabul Afghanistan Restaurant,Madison,53703,278,43.0747,-89.3943,4.1,540 State St$*$ Madison$*$ WI 53703,17502314,0
70021,70021,a21962,b447,Bandung Indonesian Restaurant,Madison,53703,169,43.076604,-89.3745656,4.0,600 Williamson St$*$ Ste M,0,NiBzh0kHusvH5rdnpm7yVw,Bandung Indonesian Restaurant,Madison,53703,262,43.0763,-89.3756,4.1,600 Williamson St$*$ Madison$*$ WI 53703,17501972,0
70024,70024,a21962,b454,Bandung Indonesian Restaurant,Madison,53703,169,43.076604,-89.3745656,4.0,600 Williamson St$*$ Ste M,0,NiBzh0kHusvH5rdnpm7yVw,Wasabi Japanese Restaurant,Madison,53703,241,43.0747,-89.3925,4.1,449 State St Ste 2G$*$ Madison$*$ WI 53703,17502747,0
70025,70025,a21962,b456,Bandung Indonesian Restaurant,Madison,53703,169,43.076604,-89.3745656,4.0,600 Williamson St$*$ Ste M,0,NiBzh0kHusvH5rdnpm7yVw,Lao Laan-Xang Restaurant,Madison,53703,198,43.0827,-89.3654,4.1,1146 Williamson St$*$ Madison$*$ WI 53703,17502331,0
70026,70026,a21962,b468,Bandung Indonesian Restaurant,Madison,53703,169,43.076604,-89.3745656,4.0,600 Williamson St$*$ Ste M,0,NiBzh0kHusvH5rdnpm7yVw,Parthenon Gyros Restaurant,Madison,53703,174,43.0749,-89.3904,4.0,316 State St$*$ Madison$*$ WI 53703,17502488,0
70049,70049,a22142,b440,Mezze,Madison,53703,15,43.0745706,-89.3940617,4.0,414 W Gilman St,0,rK07YAIZJBFrvx7Z5k39_g,Graze,Madison,53703,469,43.075444,-89.382871,4.1,1 S Pinckney Street$*$ Madison$*$ WI 53703,17503559,0
70225,70225,a22337,b469,Badgerland Bar & Grill,Madison,53703,19,43.0714537,-89.3943638,3.0,525 W Johnson St,0,9Hn3FW37916i3ED7sLZCQg,Eldorado Grill,Madison,53703,211,43.0778,-89.3723,4.0,744 Williamson St$*$ Madison$*$ WI 53703,17502172,0
70250,70250,a22412,b444,The Project Lodge,Madison,53703,3,43.083429,-89.377065,3.5,817 E Johnson St,0,YYHVxsij8IlcVqGGjRTRPw,The Roman Candle,Madison,53703,303,43.0815,-89.3671,4.1,1054 Williamson St Ste A$*$ Madison$*$ WI 53703,17502578,0
70310,70310,a22589,b430,Sardine,Madison,53703,323,43.07623443,-89.37408551,4.0,617 Williamson St,0,SBnpT6JDbah-5l_52GM5sw,Sardine,Madison,53703,457,43.0761,-89.3751,4.2,617 Williamson St$*$ Madison$*$ WI 53703,17502592,0
70380,70380,a23089,b441,Mickey's Tavern,Madison,53703,169,43.0878975,-89.3587192,4.0,1524 Williamson St,0,C37hwsGUHn_3-il0ypeY-Q,Cooper's Tavern,Madison,53703,319,43.075386,-89.38557,4.1,20 W. Mifflin$*$ Madison$*$ WI 53703,17503480,0
70423,70423,a23210,b469,Eldorado Grill,Madison,53703,233,43.07811,-89.372173,4.0,744 Williamson St,0,Wcw-xq_c89e4AaRsUtkaLw,Eldorado Grill,Madison,53703,211,43.0778,-89.3723,4.0,744 Williamson St$*$ Madison$*$ WI 53703,17502172,0
70572,70572,a24919,b418,Falbo Bros. Pizzeria,Madison,53703,5,43.11272833,-89.36202049,4.0,1207 N Sherman Ave,0,bObysWCWZqc_rqSC0U83Yg,Ian's Pizza,Madison,53703,515,43.0747352,-89.3862121,4.3,100 State St$*$ Madison$*$ WI 53703,17502268,0
70683,70683,a25202,b453,Natt Spil,Madison,53703,155,43.07457553,-89.37974441,4.0,211 King St,0,VGKq16vCdPPHMoryy6XTHg,Natt Spil,Madison,53703,267,43.0745,-89.3799,4.1,211 King St$*$ Madison$*$ WI 53703,17503325,0
70705,70705,a25203,b426,King of Falafel and Grill,Madison,53703,7,43.07602692,-89.38228607,3.0,100 E Washington Ave,0,tMfGHhwGZDXuWZQHd1a0OQ,Samba Brazilian Grill,Madison,53703,628,43.0759,-89.3923,4.2,240 W Gilman St$*$ Madison$*$ WI 53703,17502590,0
70735,70735,a25204,b414,Asian Kitchen,Madison,53703,65,43.0745126,-89.3933663,3.0,449 State St,0,LG6vpg5Qx_DstY2aT8-O4Q,Marigold Kitchen,Madison,53703,576,43.0744,-89.3819,4.4,118 S Pinckney St$*$ Madison$*$ WI 53703,17502369,0
70811,70811,a25206,b444,The Soap Opera,Madison,53703,48,43.074599,-89.390972,4.5,319 State St,0,HXpEE31lphu3DiKf6XQ9lA,The Roman Candle,Madison,53703,303,43.0815,-89.3671,4.1,1054 Williamson St Ste A$*$ Madison$*$ WI 53703,17502578,0
70984,70984,a25831,b469,Curd Girl,Madison,53703,17,43.0747371,-89.38647,4.5,State Street And W Mifflin St,0,5KruIQ3wpdxsfBBPQ57H-Q,Eldorado Grill,Madison,53703,211,43.0778,-89.3723,4.0,744 Williamson St$*$ Madison$*$ WI 53703,17502172,0
71019,71019,a25832,b479,Mia Za's Italian Cafe,Madison,53703,49,43.074593,-89.394235,3.0,515 State St,0,hVzRXGGhRJfTXIasO3bq1w,Mediterranean Cafe,Madison,53703,127,43.0747,-89.3959,4.0,625 State St$*$ Madison$*$ WI 53703,17502390,0
71149,71149,a26915,b469,Dayton Street Grille,Madison,53703,19,43.0756129,-89.3865836,3.5,The Madison Concourse Hotel And Governor's Club$*$ 1 W Dayton St,0,RpJJeDl84FKx4-FwwY2w0w,Eldorado Grill,Madison,53703,211,43.0778,-89.3723,4.0,744 Williamson St$*$ Madison$*$ WI 53703,17502172,0
71286,71286,a26919,b496,Slide Food Cart,Madison,53703,18,43.07481878,-89.39346502,4.0,1 E Main,0,qE1QQV5bcwModDLk575ocA,Sunroom Cafe,Madison,53703,176,43.07499,-89.395985,3.9,638 State St$*$ Madison$*$ WI 53703,17503348,0
71318,71318,a26920,b494,Bellezza,Madison,53703,3,43.0736214,-89.395793,4.5,409 N Frances St,0,OLleAXaQnX1cqrQK0ZWGNw,Bellini,Madison,53703,202,43.0773,-89.38,3.9,401 E Washington Ave$*$ Madison$*$ WI 53703,17501978,0
71652,71652,a27529,b401,Up North Bar,Madison,53703,23,43.0764387,-89.3762757,4.0,150 S Blair,0,wk4a34PeAcKhlFGwFHi2jw,Ha Long Bay,Madison,53703,1028,43.085073,-89.361469,4.9,1353 Williamson St.$*$ Madison$*$ WI 53703,17503434,0
71729,71729,a27531,b430,Remachines,Madison,53703,13,43.0751569,-89.3859884,4.5,30 W Mifflin St$*$ Ste 404,0,M62NaFd9m7s3_tpblXeszw,Sardine,Madison,53703,457,43.0761,-89.3751,4.2,617 Williamson St$*$ Madison$*$ WI 53703,17502592,0
72190,72190,a28596,b426,Naf Naf Grill,Madison,53703,42,43.07482192,-89.39492377,4.0,555 State St,0,#NAME?,Samba Brazilian Grill,Madison,53703,628,43.0759,-89.3923,4.2,240 W Gilman St$*$ Madison$*$ WI 53703,17502590,0
72205,72205,a28596,b469,Naf Naf Grill,Madison,53703,42,43.07482192,-89.39492377,4.0,555 State St,0,#NAME?,Eldorado Grill,Madison,53703,211,43.0778,-89.3723,4.0,744 Williamson St$*$ Madison$*$ WI 53703,17502172,0
72295,72295,a28753,b443,Kushi Bar Muramoto,Madison,53703,27,43.0748523,-89.3813541,4.0,106 King St,0,AfoBKJuGBJvQhc3By4K9Dg,Restaurant Muramoto,Madison,53703,435,43.0745,-89.3797,4.1,225 King St$*$ Madison$*$ WI 53703,17502566,0
72405,72405,a28956,b479,Mercury Cafe,Madison,53703,5,43.076622,-89.383313,2.5,117 E Mifflin St,0,3wW0ls1tLyYabs2lwEndzA,Mediterranean Cafe,Madison,53703,127,43.0747,-89.3959,4.0,625 State St$*$ Madison$*$ WI 53703,17502390,0
72408,72408,a28956,b496,Mercury Cafe,Madison,53703,5,43.076622,-89.383313,2.5,117 E Mifflin St,0,3wW0ls1tLyYabs2lwEndzA,Sunroom Cafe,Madison,53703,176,43.07499,-89.395985,3.9,638 State St$*$ Madison$*$ WI 53703,17503348,0
72548,72548,a29068,b412,Ian's Pizza By The Slice,Madison,53703,152,43.0728935,-89.3956356,4.0,319 N Frances St,0,c7ZTyqSG4v4ZVwK3vuDklQ,Ian's Pizza by the Slice,Madison,53703,633,43.0725,-89.3956,4.4,319 N Frances St$*$ Madison$*$ WI 53703,17502267,0
72552,72552,a29068,b418,Ian's Pizza By The Slice,Madison,53703,152,43.0728935,-89.3956356,4.0,319 N Frances St,0,c7ZTyqSG4v4ZVwK3vuDklQ,Ian's Pizza,Madison,53703,515,43.0747352,-89.3862121,4.3,100 State St$*$ Madison$*$ WI 53703,17502268,0
72746,72746,a30446,b412,Ian's Pizza,Madison,53703,324,43.07489166,-89.38695031,4.0,100 State St,0,aVBFKYoF0AHuusNssaQpJA,Ian's Pizza by the Slice,Madison,53703,633,43.0725,-89.3956,4.4,319 N Frances St$*$ Madison$*$ WI 53703,17502267,0
72750,72750,a30446,b418,Ian's Pizza,Madison,53703,324,43.07489166,-89.38695031,4.0,100 State St,0,aVBFKYoF0AHuusNssaQpJA,Ian's Pizza,Madison,53703,515,43.0747352,-89.3862121,4.3,100 State St$*$ Madison$*$ WI 53703,17502268,0
73303,73303,a30915,b402,The Fountain,Madison,53703,67,43.075041,-89.387383,3.5,122 State St,0,rmNTGiMG8NH31b88tUNNfw,The Old Fashioned,Madison,53703,1610,43.076277,-89.383534,4.8,23 N Pinckney St$*$ Madison$*$ WI 53703,17502451,0
73319,73319,a30915,b444,The Fountain,Madison,53703,67,43.075041,-89.387383,3.5,122 State St,0,rmNTGiMG8NH31b88tUNNfw,The Roman Candle,Madison,53703,303,43.0815,-89.3671,4.1,1054 Williamson St Ste A$*$ Madison$*$ WI 53703,17502578,0
73380,73380,a30917,b432,Kabul Restaurant,Madison,53703,142,43.075131,-89.394445,3.5,540 State St,0,IsADZMYEJKXTtPfN9YsiBA,L'Etoile Restaurant,Madison,53703,334,43.075786,-89.383231,4.2,1 South Pinckney Street$*$ Madison$*$ WI 53703,17503345,0
73386,73386,a30917,b446,Kabul Restaurant,Madison,53703,142,43.075131,-89.394445,3.5,540 State St,0,IsADZMYEJKXTtPfN9YsiBA,Kabul Afghanistan Restaurant,Madison,53703,278,43.0747,-89.3943,4.1,540 State St$*$ Madison$*$ WI 53703,17502314,0
73387,73387,a30917,b447,Kabul Restaurant,Madison,53703,142,43.075131,-89.394445,3.5,540 State St,0,IsADZMYEJKXTtPfN9YsiBA,Bandung Indonesian Restaurant,Madison,53703,262,43.0763,-89.3756,4.1,600 Williamson St$*$ Madison$*$ WI 53703,17501972,0
73390,73390,a30917,b454,Kabul Restaurant,Madison,53703,142,43.075131,-89.394445,3.5,540 State St,0,IsADZMYEJKXTtPfN9YsiBA,Wasabi Japanese Restaurant,Madison,53703,241,43.0747,-89.3925,4.1,449 State St Ste 2G$*$ Madison$*$ WI 53703,17502747,0
73391,73391,a30917,b456,Kabul Restaurant,Madison,53703,142,43.075131,-89.394445,3.5,540 State St,0,IsADZMYEJKXTtPfN9YsiBA,Lao Laan-Xang Restaurant,Madison,53703,198,43.0827,-89.3654,4.1,1146 Williamson St$*$ Madison$*$ WI 53703,17502331,0
73392,73392,a30917,b468,Kabul Restaurant,Madison,53703,142,43.075131,-89.394445,3.5,540 State St,0,IsADZMYEJKXTtPfN9YsiBA,Parthenon Gyros Restaurant,Madison,53703,174,43.0749,-89.3904,4.0,316 State St$*$ Madison$*$ WI 53703,17502488,0
73500,73500,a31028,b401,Shamrock Bar,Madison,53703,16,43.0724264,-89.3846318,4.0,117 W Main St,0,tQ_MIB36L7S-CkstRsBlEA,Ha Long Bay,Madison,53703,1028,43.085073,-89.361469,4.9,1353 Williamson St.$*$ Madison$*$ WI 53703,17503434,0
74175,74175,a31802,b441,Morris Ramen,Madison,53703,17,43.07475431,-89.38133508,4.5,106 King St,0,Woqed5Fw95J6oEZxIHiBgg,Cooper's Tavern,Madison,53703,319,43.075386,-89.38557,4.1,20 W. Mifflin$*$ Madison$*$ WI 53703,17503480,0
74397,74397,a32530,b413,Johnny Delmonico's Steakhouse,Madison,53703,91,43.07398444,-89.38136509,3.5,130 S Pinckney St,0,h_UvnQfe1cuVICly_kIqHg,Tornado Steak House,Madison,53703,646,43.0726,-89.3844,4.4,116 S Hamilton St$*$ Madison$*$ WI 53703,17502709,0
74661,74661,a33816,b413,Graduate Hotel,Madison,53703,24,43.0755346,-89.3956076,3.0,601 Langdon St,0,2YouuAaGpZmNctof7CF5KQ,Tornado Steak House,Madison,53703,646,43.0726,-89.3844,4.4,116 S Hamilton St$*$ Madison$*$ WI 53703,17502709,0
75182,75182,a36389,b498,King and Mane,Madison,53703,12,43.0747301,-89.3815378,2.5,102 King St,0,FPunXW5NBaTKgx5uBrdD5g,Vientiane Palace,Madison,53703,178,43.0759,-89.3898,3.9,151 W Gorham St$*$ Madison$*$ WI 53703,17502738,0
75208,75208,a36390,b469,Zander's Capitol Grill,Madison,53703,20,43.07502,-89.387246,2.5,118 State St,0,_GbNOc8E8i451vtHqIlk-A,Eldorado Grill,Madison,53703,211,43.0778,-89.3723,4.0,744 Williamson St$*$ Madison$*$ WI 53703,17502172,0
75328,75328,a37810,b434,Revel,Madison,53703,5,43.0770697,-89.3840889,5.0,107 N Hamilton St,0,bbh8s3xxn5mzYynGayU8wA,Red,Madison,53703,209,43.074801,-89.381717,4.2,316 West Washington Avenue$*$ Suite 100$*$ Madison$*$ Wisconsin.$*$ WI 53703,17503679,0
75506,75506,a39758,b477,Forward Theater,Madison,53703,5,43.074255,-89.388462,4.5,,0,eFF000MRzjxMNvIUJkRogA,Forequarter,Madison,53703,157,43.0822485,-89.3796342,4.0,708 1/4 E Johnson St$*$ Madison$*$ WI 53703,17503797,0
75639,75639,a39972,b479,Ladonia Cafe,Madison,53703,15,43.07628569,-89.38398812,5.0,Mifflin and Pinckney,0,O2OD-ojkZXsSbFyzpuvtIA,Mediterranean Cafe,Madison,53703,127,43.0747,-89.3959,4.0,625 State St$*$ Madison$*$ WI 53703,17502390,0
75642,75642,a39972,b496,Ladonia Cafe,Madison,53703,15,43.07628569,-89.38398812,5.0,Mifflin and Pinckney,0,O2OD-ojkZXsSbFyzpuvtIA,Sunroom Cafe,Madison,53703,176,43.07499,-89.395985,3.9,638 State St$*$ Madison$*$ WI 53703,17503348,0
76321,76321,a41182,b443,Restaurant Magnus,Madison,53703,33,43.074057,-89.379716,4.0,120 E Wilson St,0,3QfcfPCJSo0z2v1bkdUemQ,Restaurant Muramoto,Madison,53703,435,43.0745,-89.3797,4.1,225 King St$*$ Madison$*$ WI 53703,17502566,0
76383,76383,a41329,b432,Orpheum Lobby Restaurant,Madison,53703,20,43.0748942,-89.3886553,4.0,216 State St,0,qnuBmj3lL_S_QQOmTI9cfw,L'Etoile Restaurant,Madison,53703,334,43.075786,-89.383231,4.2,1 South Pinckney Street$*$ Madison$*$ WI 53703,17503345,0
76390,76390,a41329,b447,Orpheum Lobby Restaurant,Madison,53703,20,43.0748942,-89.3886553,4.0,216 State St,0,qnuBmj3lL_S_QQOmTI9cfw,Bandung Indonesian Restaurant,Madison,53703,262,43.0763,-89.3756,4.1,600 Williamson St$*$ Madison$*$ WI 53703,17501972,0
76393,76393,a41329,b454,Orpheum Lobby Restaurant,Madison,53703,20,43.0748942,-89.3886553,4.0,216 State St,0,qnuBmj3lL_S_QQOmTI9cfw,Wasabi Japanese Restaurant,Madison,53703,241,43.0747,-89.3925,4.1,449 State St Ste 2G$*$ Madison$*$ WI 53703,17502747,0
76394,76394,a41329,b456,Orpheum Lobby Restaurant,Madison,53703,20,43.0748942,-89.3886553,4.0,216 State St,0,qnuBmj3lL_S_QQOmTI9cfw,Lao Laan-Xang Restaurant,Madison,53703,198,43.0827,-89.3654,4.1,1146 Williamson St$*$ Madison$*$ WI 53703,17502331,0
76395,76395,a41329,b468,Orpheum Lobby Restaurant,Madison,53703,20,43.0748942,-89.3886553,4.0,216 State St,0,qnuBmj3lL_S_QQOmTI9cfw,Parthenon Gyros Restaurant,Madison,53703,174,43.0749,-89.3904,4.0,316 State St$*$ Madison$*$ WI 53703,17502488,0
76416,76416,a41367,b432,Peppino's Restaurant,Madison,53703,5,43.072631,-89.384011,4.0,111 S Hamilton St,0,R_wOzSC7CWl38RLtbf-rQQ,L'Etoile Restaurant,Madison,53703,334,43.075786,-89.383231,4.2,1 South Pinckney Street$*$ Madison$*$ WI 53703,17503345,0
76422,76422,a41367,b446,Peppino's Restaurant,Madison,53703,5,43.072631,-89.384011,4.0,111 S Hamilton St,0,R_wOzSC7CWl38RLtbf-rQQ,Kabul Afghanistan Restaurant,Madison,53703,278,43.0747,-89.3943,4.1,540 State St$*$ Madison$*$ WI 53703,17502314,0
76423,76423,a41367,b447,Peppino's Restaurant,Madison,53703,5,43.072631,-89.384011,4.0,111 S Hamilton St,0,R_wOzSC7CWl38RLtbf-rQQ,Bandung Indonesian Restaurant,Madison,53703,262,43.0763,-89.3756,4.1,600 Williamson St$*$ Madison$*$ WI 53703,17501972,0
76426,76426,a41367,b454,Peppino's Restaurant,Madison,53703,5,43.072631,-89.384011,4.0,111 S Hamilton St,0,R_wOzSC7CWl38RLtbf-rQQ,Wasabi Japanese Restaurant,Madison,53703,241,43.0747,-89.3925,4.1,449 State St Ste 2G$*$ Madison$*$ WI 53703,17502747,0
76427,76427,a41367,b456,Peppino's Restaurant,Madison,53703,5,43.072631,-89.384011,4.0,111 S Hamilton St,0,R_wOzSC7CWl38RLtbf-rQQ,Lao Laan-Xang Restaurant,Madison,53703,198,43.0827,-89.3654,4.1,1146 Williamson St$*$ Madison$*$ WI 53703,17502331,0
76428,76428,a41367,b468,Peppino's Restaurant,Madison,53703,5,43.072631,-89.384011,4.0,111 S Hamilton St,0,R_wOzSC7CWl38RLtbf-rQQ,Parthenon Gyros Restaurant,Madison,53703,174,43.0749,-89.3904,4.0,316 State St$*$ Madison$*$ WI 53703,17502488,0
76480,76480,a41456,b426,Chipotle Mexican Grill,Madison,53703,34,43.0749023,-89.3967531,4.0,658 State St,0,8Rydf8hXleCwbCN9nvmZ4Q,Samba Brazilian Grill,Madison,53703,628,43.0759,-89.3923,4.2,240 W Gilman St$*$ Madison$*$ WI 53703,17502590,0
76515,76515,a41482,b432,L'Etoile,Madison,53703,201,43.07528946,-89.38236003,4.5,1 S Pinckney St,0,ubEa6XiMt6gOJ9xsUkbpEw,L'Etoile Restaurant,Madison,53703,334,43.075786,-89.383231,4.2,1 South Pinckney Street$*$ Madison$*$ WI 53703,17503345,0
76647,76647,a41606,b432,Parthenon Gyros Restaurant,Madison,53703,116,43.075014,-89.390617,3.5,316 State St,0,skJ-AlN0DT9pmBDz0ixeJw,L'Etoile Restaurant,Madison,53703,334,43.075786,-89.383231,4.2,1 South Pinckney Street$*$ Madison$*$ WI 53703,17503345,0
76653,76653,a41606,b446,Parthenon Gyros Restaurant,Madison,53703,116,43.075014,-89.390617,3.5,316 State St,0,skJ-AlN0DT9pmBDz0ixeJw,Kabul Afghanistan Restaurant,Madison,53703,278,43.0747,-89.3943,4.1,540 State St$*$ Madison$*$ WI 53703,17502314,0
76654,76654,a41606,b447,Parthenon Gyros Restaurant,Madison,53703,116,43.075014,-89.390617,3.5,316 State St,0,skJ-AlN0DT9pmBDz0ixeJw,Bandung Indonesian Restaurant,Madison,53703,262,43.0763,-89.3756,4.1,600 Williamson St$*$ Madison$*$ WI 53703,17501972,0
76657,76657,a41606,b454,Parthenon Gyros Restaurant,Madison,53703,116,43.075014,-89.390617,3.5,316 State St,0,skJ-AlN0DT9pmBDz0ixeJw,Wasabi Japanese Restaurant,Madison,53703,241,43.0747,-89.3925,4.1,449 State St Ste 2G$*$ Madison$*$ WI 53703,17502747,0
76658,76658,a41606,b456,Parthenon Gyros Restaurant,Madison,53703,116,43.075014,-89.390617,3.5,316 State St,0,skJ-AlN0DT9pmBDz0ixeJw,Lao Laan-Xang Restaurant,Madison,53703,198,43.0827,-89.3654,4.1,1146 Williamson St$*$ Madison$*$ WI 53703,17502331,0
76659,76659,a41606,b468,Parthenon Gyros Restaurant,Madison,53703,116,43.075014,-89.390617,3.5,316 State St,0,skJ-AlN0DT9pmBDz0ixeJw,Parthenon Gyros Restaurant,Madison,53703,174,43.0749,-89.3904,4.0,316 State St$*$ Madison$*$ WI 53703,17502488,0
76713,76713,a41608,b432,Casbah Restaurant,Madison,53703,16,43.0749931,-89.3811037,3.0,119 E Main St,0,TAetQMOQ0MCHAZ4hacJrPQ,L'Etoile Restaurant,Madison,53703,334,43.075786,-89.383231,4.2,1 South Pinckney Street$*$ Madison$*$ WI 53703,17503345,0
76719,76719,a41608,b446,Casbah Restaurant,Madison,53703,16,43.0749931,-89.3811037,3.0,119 E Main St,0,TAetQMOQ0MCHAZ4hacJrPQ,Kabul Afghanistan Restaurant,Madison,53703,278,43.0747,-89.3943,4.1,540 State St$*$ Madison$*$ WI 53703,17502314,0
76720,76720,a41608,b447,Casbah Restaurant,Madison,53703,16,43.0749931,-89.3811037,3.0,119 E Main St,0,TAetQMOQ0MCHAZ4hacJrPQ,Bandung Indonesian Restaurant,Madison,53703,262,43.0763,-89.3756,4.1,600 Williamson St$*$ Madison$*$ WI 53703,17501972,0
76723,76723,a41608,b454,Casbah Restaurant,Madison,53703,16,43.0749931,-89.3811037,3.0,119 E Main St,0,TAetQMOQ0MCHAZ4hacJrPQ,Wasabi Japanese Restaurant,Madison,53703,241,43.0747,-89.3925,4.1,449 State St Ste 2G$*$ Madison$*$ WI 53703,17502747,0
