,_id,l_ID,r_ID,l_name,l_city,l_zipcode,l_review_count,l_latitude,l_longitude,l_rating,l_address,l_zomato_id,l_yelp_id,r_name,r_city,r_zipcode,r_review_count,r_latitude,r_longitude,r_rating,r_address,r_zomato_id,r_yelp_id,label
162528,162528,a67050,b2327,Spago,Las Vegas,89109,944,36.11909409,-115.1770096,4,The Forum Shops At Caesars$*$ 3500 Las Vegas Blvd S$*$ Ste G1,0,LwQB9H3jZ9wTk24Lr-AnZQ,Spago,Las Vegas,89109,513,36.116111,-115.1744,4.4,3500 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16980318,0,1
162751,162751,a67056,b2364,Fiamma Trattoria & Bar,Las Vegas,89109,694,36.10156,-115.172953,4,3799 Las Vegas Blvd S,0,dCUuzw3R2rPqKyN2Zl9zRw,Fiamma Trattoria & Bar,Las Vegas,89109,217,36.10222,-115.169516,4.2,MGM Grand$*$ 3799 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16978398,0,1
163037,163037,a67096,b2394,Beso Steakhouse,Las Vegas,89109,156,36.108999,-115.173179,3,3720 S Las Vegas Blvd$*$ Ste 260,0,hXY9Yq0nOLgHsWLbjam--A,Delmonico Steakhouse,Las Vegas,89109,714,36.121,-115.1702,4.1,3355 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16978142,0,0
165001,165001,a70359,b2399,Diamond Chinese Restaurant,Las Vegas,89109,85,36.1268091,-115.1766671,4,3449 Industrial Rd,0,iRFaq249LVEFGeXLzPULnQ,Eiffel Tower Restaurant,Las Vegas,89109,420,36.1125,-115.172222,4.1,3655 South Las Vegas Boulevard$*$ The Strip$*$ Las Vegas$*$ NV 89109,16978254,0,0
165051,165051,a70470,b2334,Gordon Ramsay BurGR,Las Vegas,89109,5116,36.110724,-115.172169,4,3667 Las Vegas Blvd S,0,cYwJA2A6I12KNkm2rtXd5g,Gordon Ramsay BurGR,Las Vegas,89109,773,36.11077,-115.17282,4.3,3667 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16982906,0,1
168878,168878,a74130,b2390,Circus Buffet,Las Vegas,89109,281,36.13766706,-115.1646591,2,2880 S Las Vegas Blvd,0,lZZLmG1ANLq2Yb3KuVA4NA,The Wynn Buffet,Las Vegas,89109,707,36.129444,-115.166111,4.1,3131 S Las Vegas Boulevard$*$ Las Vegas$*$ NV 89109,16977686,0,0
169508,169508,a74489,b2390,The Rockhouse,Las Vegas,89109,115,36.1182919,-115.170409,3.5,3535 S Las Vegas Blvd,0,7YssNqJaJCMnIyabbqjDXQ,The Wynn Buffet,Las Vegas,89109,707,36.129444,-115.166111,4.1,3131 S Las Vegas Boulevard$*$ Las Vegas$*$ NV 89109,16977686,0,0
169512,169512,a74489,b2394,The Rockhouse,Las Vegas,89109,115,36.1182919,-115.170409,3.5,3535 S Las Vegas Blvd,0,7YssNqJaJCMnIyabbqjDXQ,Delmonico Steakhouse,Las Vegas,89109,714,36.121,-115.1702,4.1,3355 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16978142,0,0
170558,170558,a74857,b2390,The Tumi Store,Las Vegas,89109,6,36.1277253,-115.1744147,4,3200 Las Vegas Boulevard S,0,JADAHgZmJOEDXhxjBUJhiA,The Wynn Buffet,Las Vegas,89109,707,36.129444,-115.166111,4.1,3131 S Las Vegas Boulevard$*$ Las Vegas$*$ NV 89109,16977686,0,0
170628,170628,a74859,b2390,The Mentalist,Las Vegas,89109,116,36.11083339,-115.1726362,4,3663 Las Vegas Blvd$*$ Suite 360,0,3wQy58Fdg_xrgul2FOw0_A,The Wynn Buffet,Las Vegas,89109,707,36.129444,-115.166111,4.1,3131 S Las Vegas Boulevard$*$ Las Vegas$*$ NV 89109,16977686,0,0
171440,171440,a75108,b2397,The Piano Bar,Las Vegas,89109,142,36.1193098,-115.1717702,3.5,3475 S Las Vegas Blvd,0,LnEaDZms5NfvZHLnvamgyA,Tao Asian Bistro,Las Vegas,89109,502,36.121,-115.1702,4.1,3355 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16980571,0,0
171659,171659,a75199,b2314,Brand Lounge,Las Vegas,89109,25,36.1051256,-115.1752326,3,Monte Carlo Hotel And Casino$*$ 3770 Las Vegas Blvd S,0,uvD_BmjMFUK1kDpiG8t65Q,Grand Lux Cafe,Las Vegas,89109,1022,36.121,-115.1702,4.5,3355 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16978572,0,0
172549,172549,a75453,b2359,Wolfgang Puck Bar & Grill,Las Vegas,89109,1282,36.102543,-115.169884,4,3799 S Las Vegas Blvd,0,N0apJkxIem2E8irTBRKnHw,Wolfgang Puck Bar & Grill,Las Vegas,89109,336,36.10222,-115.169516,4.2,3799 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16980959,0,1
173352,173352,a75916,b2356,Olives,Las Vegas,89109,1543,36.111978,-115.17698,4,3600 S Las Vegas Blvd,0,QJR4qBUHegWEozSQrGmBPw,Olives,Las Vegas,89109,630,36.111712,-115.17534,4.2,3600 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16979590,0,1
173506,173506,a75951,b2399,Yafo Kosher Restaurant,Las Vegas,89109,4,36.1314439,-115.1648858,3,3049 S Las Vegas Blvd,0,_XM07jbQGliVPwnAfyyGUA,Eiffel Tower Restaurant,Las Vegas,89109,420,36.1125,-115.172222,4.1,3655 South Las Vegas Boulevard$*$ The Strip$*$ Las Vegas$*$ NV 89109,16978254,0,0
173638,173638,a75955,b2390,World's Fare Buffet,Las Vegas,89109,13,36.135387,-115.159248,2,Riviera Hotel$*$ 2901 S Las Vegas Blvd,0,Fv3jcRVP8WBEdTR8E4l1hQ,The Wynn Buffet,Las Vegas,89109,707,36.129444,-115.166111,4.1,3131 S Las Vegas Boulevard$*$ Las Vegas$*$ NV 89109,16977686,0,0
173743,173743,a76001,b2390,Buffet of Buffets,Las Vegas,89109,368,36.1161559,-115.1750576,4,3570 S Las Vegas Blvd,0,pJpjgXH5lgJtIJos9GqetQ,The Wynn Buffet,Las Vegas,89109,707,36.129444,-115.166111,4.1,3131 S Las Vegas Boulevard$*$ Las Vegas$*$ NV 89109,16977686,0,0
174320,174320,a76233,b2321,Disney Store,Las Vegas,89109,16,36.1272241,-115.1715512,4,3200 Las Vegas Blvd S$*$ Space 1845,0,aykJmEbscH3WngIhjxZoWw,Wicked Spoon,Las Vegas,89109,670,36.108303,-115.173302,4.4,3708 Las Vegas Boulevard South$*$ Las Vegas$*$ NV 89109,16982135,0,0
174688,174688,a76271,b2390,The Rita Suites,Las Vegas,89109,43,36.1300541,-115.1610773,2,344 E Desert Inn Rd,0,SUH0cMrRsysIu2hKqQQKBA,The Wynn Buffet,Las Vegas,89109,707,36.129444,-115.166111,4.1,3131 S Las Vegas Boulevard$*$ Las Vegas$*$ NV 89109,16977686,0,0
175073,175073,a76348,b2390,The  Wedding Chapel,Las Vegas,89109,11,36.1245859,-115.1716132,4,Treasure Island$*$ 3300 S Las Vegas Blvd,0,rXtKk6YBADimPzUIlpn16w,The Wynn Buffet,Las Vegas,89109,707,36.129444,-115.166111,4.1,3131 S Las Vegas Boulevard$*$ Las Vegas$*$ NV 89109,16977686,0,0
177084,177084,a76962,b2314,Market City Caffe,Las Vegas,89109,11,36.1043329,-115.17601,3.5,3770 Las Vegas Blvd S,0,ppmYIHMCIL5bocUsJSsDWA,Grand Lux Cafe,Las Vegas,89109,1022,36.121,-115.1702,4.5,3355 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16978572,0,0
177144,177144,a76976,b2396,Battista's Hole In the Wall,Las Vegas,89109,813,36.115471,-115.1679198,3.5,4041 Linq Ln,0,yNVcnSaMSrTmjJBMrHTy9w,Battista's Hole in the Wall,Las Vegas,89109,587,36.114988,-115.168072,4.1,4041 Linq Lane$*$ The Strip$*$ Las Vegas$*$ NV 89109,16977523,0,1
183151,183151,a79893,b2342,Crazy Crepes,Las Vegas,89109,40,36.1272241,-115.1715512,3.5,Fashion Show Mall$*$ 3200 S Las Vegas Blvd,0,KYr67K-Ot9HKkv90KaXL5w,La Creperie,Las Vegas,89109,300,36.1125,-115.172222,4.3,3655 S Las Vegas Boulevard$*$ Las Vegas$*$ NV 89109,16979034,0,0
183481,183481,a80045,b2399,Palm Restaurant,Las Vegas,89109,515,36.118329,-115.176032,4,Caesar's Palace$*$ 3500 Las Vegas Blvd S,0,w12x7UBSSRsdbp3ZqguG3Q,Eiffel Tower Restaurant,Las Vegas,89109,420,36.1125,-115.172222,4.1,3655 South Las Vegas Boulevard$*$ The Strip$*$ Las Vegas$*$ NV 89109,16978254,0,0
184394,184394,a80648,b2307,Venetian Theatre At The Venetian Las Vegas,Las Vegas,89109,12,36.1226902,-115.1701939,4,3355 Las Vegas Blvd S,0,mdV6YmSkjemocNBjLfw1hA,Bouchon Bistro - The Venetian,Las Vegas,89109,1167,36.121,-115.1702,4.6,The Venetian$*$ 3355 Las Vegas Boulevard South$*$ The Strip$*$ Las Vegas$*$ NV 89109,16977639,0,0
184433,184433,a80649,b2313,Pearl,Las Vegas,89109,123,36.1033743,-115.1693962,3.5,MGM Grand$*$ 3799 Las Vegas Blvd S,0,KOPittXGiS_CpoAYdPpqGQ,Mesa Grill,Las Vegas,89109,1410,36.116111,-115.1744,4.5,3570 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16979381,0,0
185939,185939,a81477,b2314,Breeze Cafe,Las Vegas,89109,17,36.10675956,-115.1776744,3,ARIA Resort and Casino$*$ 3730 Las Vegas Blvd S,0,PitHcnxTKCANz1VYwVtWkg,Grand Lux Cafe,Las Vegas,89109,1022,36.121,-115.1702,4.5,3355 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16978572,0,0
188423,188423,a82880,b2313,Kona Grill,Las Vegas,89109,148,36.1272241,-115.1715512,4.5,Las Vegas Strip$*$ 3200 S Las Vegas Blvd$*$ Ste 1260,0,aNGcHb8rjFFI9nY_fUgImg,Mesa Grill,Las Vegas,89109,1410,36.116111,-115.1744,4.5,3570 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16979381,0,0
188789,188789,a83016,b2359,Pete Rose Sports Bar And Grill,Las Vegas,89109,69,36.1068162,-115.1721927,3.5,3743 Las Vegas Blvd S$*$ Ste 100,0,y4jBVV_r8sVnz0WBEQrvMQ,Wolfgang Puck Bar & Grill,Las Vegas,89109,336,36.10222,-115.169516,4.2,3799 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16980959,0,0
189069,189069,a83176,b2359,Broadway Burger Bar & Grill,Las Vegas,89109,261,36.102861,-115.174257,3.5,3790 S Las Vegas Blvd,0,u8-WDsLXAl0dXQW_wqWrDg,Wolfgang Puck Bar & Grill,Las Vegas,89109,336,36.10222,-115.169516,4.2,3799 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16980959,0,0
190866,190866,a84661,b2399,Trevi Italian Restaurant,Las Vegas,89109,646,36.11783958,-115.1732183,3.5,3500 South Las Vegas Blvd,0,SsN-SaGGkJn2Qm-jSDQ4aQ,Eiffel Tower Restaurant,Las Vegas,89109,420,36.1125,-115.172222,4.1,3655 South Las Vegas Boulevard$*$ The Strip$*$ Las Vegas$*$ NV 89109,16978254,0,0
192912,192912,a85735,b2336,The Comedy Stop,Las Vegas,89109,10,36.099777,-115.1725943,4,Tropicana Hotel & Casino$*$ 3801 Las Vegas Blvd S,0,U0DHjuARwb_DOsOYPbM-wQ,The Cheesecake Factory,Las Vegas,89109,352,36.1179352,-115.1748371,4.3,3500 S Las Vegas Blvd$*$ Las Vegas$*$ NV 89109,16977880,0,0
193423,193423,a85829,b2304,Art of Shaving,Las Vegas,89109,9,36.12433968,-115.1677671,4,Palazzo Hotel$*$ 3355 Las Vegas Blvd S,0,gRQjIB3lGL45IEb0iwG-dw,Earl of Sandwich,Las Vegas,89109,631,36.11077,-115.17282,4.7,Planet Hollywood$*$ 3667 South Las Vegas Boulevard$*$ The Strip$*$ Las Vegas$*$ NV 89109,16978241,0,0
193800,193800,a86144,b2392,P.F. Chang's,Las Vegas,89109,440,36.10995195,-115.1736737,3.5,3667 Las Vegas Blvd,0,Knnc473zh8m7IBC0oLTHkg,P.F. Chang's China Bistro,Las Vegas,89109,374,36.11077,-115.17282,4.1,3667 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16979642,0,1
195459,195459,a87318,b2314,Grand Avenue Stores,Las Vegas,89109,9,36.1025459,-115.172271,3,3791 Las Vegas Blvd,0,O31l6pYwPRt5T4L8wJLAxQ,Grand Lux Cafe,Las Vegas,89109,1022,36.121,-115.1702,4.5,3355 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16978572,0,0
196734,196734,a88717,b2359,Blondies Sports Bar & Grill,Las Vegas,89109,433,36.11052562,-115.1695624,2.5,Planet Hollywood Resort & Casino$*$ 3663 Las Vegas Blvd S,0,4X0KWUPcD2EkHN83aa4cXg,Wolfgang Puck Bar & Grill,Las Vegas,89109,336,36.10222,-115.169516,4.2,3799 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16980959,0,0
197333,197333,a88857,b2390,The Mayan Club,Las Vegas,89109,9,36.1387458,-115.1379559,3,2797 S Maryland Pwy,0,VXWCXy_wYgg5sbcz0kx_Qw,The Wynn Buffet,Las Vegas,89109,707,36.129444,-115.166111,4.1,3131 S Las Vegas Boulevard$*$ Las Vegas$*$ NV 89109,16977686,0,0
200021,200021,a91495,b2342,La Cave,Las Vegas,89109,12,36.111911,-115.1726,4,Paris Hotel and Casino$*$ 3655 Las Vegas Blvd S,0,kvnCO6xE3WB2Z768ahED9A,La Creperie,Las Vegas,89109,300,36.1125,-115.172222,4.3,3655 S Las Vegas Boulevard$*$ Las Vegas$*$ NV 89109,16979034,0,0
200855,200855,a93667,b2330,Lacoste Nevada,Las Vegas,89109,3,36.1190372,-115.176005,4.5,3500 Las Vegas Boulevard S,0,WJGYrKVRuUTXt9ot0vyc9A,Tacos el Gordo,Las Vegas,89109,222,36.1317765,-115.1650152,4.4,3049 S Las Vegas Boulevard$*$ Las Vegas$*$ NV 89109,16982474,0,0
201152,201152,a93853,b2394,THE Steak House,Las Vegas,89109,471,36.137041,-115.164611,4,2880 S Las Vegas Blvd,0,bSY97kgQpJ5BrpgW40V1qg,Delmonico Steakhouse,Las Vegas,89109,714,36.121,-115.1702,4.1,3355 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16978142,0,0
202675,202675,a100984,b2330,Michael Kors,Las Vegas,89109,17,36.1226408,-115.1675152,4.5,The Shoppes at Palazzo$*$ 3327 S Las Vegas Blvd$*$ Ste 2840,0,6LR6TlBvHW5-wMIKeODo8A,Tacos el Gordo,Las Vegas,89109,222,36.1317765,-115.1650152,4.4,3049 S Las Vegas Boulevard$*$ Las Vegas$*$ NV 89109,16982474,0,0
203567,203567,a106422,b2394,Edge Steakhouse,Las Vegas,89109,34,36.1362847,-115.1514119,4,Westgate Las Vegas$*$ 3000 Paradise Rd,0,rN3gHTjqx5sOnoUpJ-6jyg,Delmonico Steakhouse,Las Vegas,89109,714,36.121,-115.1702,4.1,3355 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16978142,0,0
203904,203904,a108756,b2339,Jol  Robuchon,Las Vegas,89109,777,36.103399,-115.167725,4.5,3799 Las Vegas Blvd S,0,XnJeadLrlj9AZB8qSdIR2Q,Jol Robuchon,Las Vegas,89109,289,36.10222,-115.169516,4.3,3799 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16978909,0,1
203933,203933,a108808,b2327,Sbarro,Las Vegas,89109,33,36.1142773,-115.1709763,2.5,Ballys$*$ 3645 Las Vegas Blvd S,0,aoXb8mDCyb-XbkITiIfYVA,Spago,Las Vegas,89109,513,36.116111,-115.1744,4.4,3500 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16980318,0,0
204641,204641,a111135,b2342,Carnegie,Las Vegas,89109,808,36.12154889,-115.1745164,3,3400 Las Vegas Blvd S,0,zU9w_xRlQSRIYXxGo-HSOA,La Creperie,Las Vegas,89109,300,36.1125,-115.172222,4.3,3655 S Las Vegas Boulevard$*$ Las Vegas$*$ NV 89109,16979034,0,0
204745,204745,a112882,b2341,The Mirage,Las Vegas,89109,1748,36.12130089,-115.1753655,3.5,3400 Las Vegas Blvd S,0,DfgZlNgKwBvCpA_0alumXw,Le Cirque,Las Vegas,89109,243,36.111712,-115.17534,4.3,3600 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16979122,0,0
205434,205434,a117460,b2314,Grand Pool Complex,Las Vegas,89109,110,36.10252939,-115.1693103,4,3799 Las Vegas Blvd S,0,82H9MpHRKRIpY6WdKEVL1g,Grand Lux Cafe,Las Vegas,89109,1022,36.121,-115.1702,4.5,3355 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16978572,0,0
205468,205468,a117461,b2313,Overlook Grill,Las Vegas,89109,111,36.10963296,-115.1741339,3.5,The Cosmopolitan Of Las Vegas$*$ 3708 Las Vegas Blvd S,0,uwBJlA27pNywYTlPBiSqVw,Mesa Grill,Las Vegas,89109,1410,36.116111,-115.1744,4.5,3570 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16979381,0,0
205645,205645,a118088,b2321,Whiskey Down,Las Vegas,89109,73,36.10216531,-115.1698038,4,3799 Las Vegas Blvd S,0,t7g-VMFt0zT4laAt-2p6RA,Wicked Spoon,Las Vegas,89109,670,36.108303,-115.173302,4.4,3708 Las Vegas Boulevard South$*$ Las Vegas$*$ NV 89109,16982135,0,0
206496,206496,a121203,b2342,BLVD Creamery,Las Vegas,89109,168,36.1044875,-115.1767584,4,3770 Las Vegas Blvd S,0,6NFI8nSKod7qtxfsRUJpVw,La Creperie,Las Vegas,89109,300,36.1125,-115.172222,4.3,3655 S Las Vegas Boulevard$*$ Las Vegas$*$ NV 89109,16979034,0,0
206782,206782,a121636,b2386,The Quad Las Vegas Resort & Casino,Las Vegas,89109,597,36.1238426,-115.1702195,2,The Quad Las Vegas Resort & Casino$*$ 3535 S Las Vegas Blvd,0,O6-BlCviQBIEcGW4ll6ZsQ,Andre's Restaurant - Monte Carlo Resort and Casino,Las Vegas,89109,115,36.1045,-115.175556,4.2,Monte Carlo Resort and Casino$*$ 3770 Las Vegas Boulevard South$*$ The Strip$*$ Las Vegas$*$ NV 89109,16977392,0,0
207708,207708,a123337,b2313,Rosewood Grille,Las Vegas,89109,13,36.1050656,-115.1727803,4.5,3763 Las Vegas Blvd S,0,mlNHAQR3UhowDDYdJF5w9w,Mesa Grill,Las Vegas,89109,1410,36.116111,-115.1744,4.5,3570 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16979381,0,0
208234,208234,a123791,b2314,Rainforest Cafe,Las Vegas,89109,112,36.10212164,-115.1721176,2.5,3717 Las Vegas Blvd S,0,UFthIIorkchiGj_5ThZ1Uw,Grand Lux Cafe,Las Vegas,89109,1022,36.121,-115.1702,4.5,3355 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16978572,0,0
208276,208276,a123792,b2334,Gordon Ramsay Pub & Grill,Las Vegas,89109,2111,36.1177282,-115.1758183,3.5,Caesars Palace Las Vegas Hotel And Casino$*$ 3570 Las Vegas Boulevard South,0,YJ8ljUhLsz6CtT_2ORNFmg,Gordon Ramsay BurGR,Las Vegas,89109,773,36.11077,-115.17282,4.3,3667 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16982906,0,0
208284,208284,a123792,b2359,Gordon Ramsay Pub & Grill,Las Vegas,89109,2111,36.1177282,-115.1758183,3.5,Caesars Palace Las Vegas Hotel And Casino$*$ 3570 Las Vegas Boulevard South,0,YJ8ljUhLsz6CtT_2ORNFmg,Wolfgang Puck Bar & Grill,Las Vegas,89109,336,36.10222,-115.169516,4.2,3799 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16980959,0,0
210975,210975,a127006,b2341,La Cage,Las Vegas,89109,4,36.1354133,-115.1600836,4,Rivera Hotel$*$ 2901 Las Vegas Blvd S,0,JGz6AZ3IsdjKafetuyek6Q,Le Cirque,Las Vegas,89109,243,36.111712,-115.17534,4.3,3600 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16979122,0,0
211768,211768,a127579,b2313,Madewell,Las Vegas,89109,5,36.1274245,-115.170815,4.5,3200 Las Vegas Blvd S$*$ Ste 2470,0,fnfh9LuxfmLw59vC_kEBCA,Mesa Grill,Las Vegas,89109,1410,36.116111,-115.1744,4.5,3570 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16979381,0,0
213500,213500,a128521,b2361,Center Cut Steakhouse,Las Vegas,89109,157,36.11643684,-115.1721598,3,Flamingo Las Vegas Hotel & Casino$*$ 3555 Las Vegas Boulevard South,0,yEyA7uILKG97qnyx3K2WAg,SW Steakhouse,Las Vegas,89109,314,36.129444,-115.166111,4.2,3131 S Las Vegas Blvd$*$ Las Vegas$*$ NV 89109,16980119,0,0
214348,214348,a129031,b2395,Cafe Pan,Las Vegas,89109,49,36.1226902,-115.1701939,2,3355 Las Vegas Blvd,0,cdRcqdqA4CH6DZk2CIRKwQ,Craftsteak,Las Vegas,89109,723,36.10222,-115.169516,4.1,3799 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16978079,0,0
214655,214655,a129189,b2361,The Steakhouse,Las Vegas,89109,31,36.1369239,-115.163492,4,Circus Circus Hotel and Casino$*$ 2880 S Las Vegas Blvd,0,eG3O78q-MiiscIn3YBJC_g,SW Steakhouse,Las Vegas,89109,314,36.129444,-115.166111,4.2,3131 S Las Vegas Blvd$*$ Las Vegas$*$ NV 89109,16980119,0,0
217003,217003,a134462,b2390,The UPS Store,Las Vegas,89109,3,36.1176796,-115.176857,5,3570 Las Vegas Blvd S,0,lNHIqmZJlQ_h6SQlOmD7sQ,The Wynn Buffet,Las Vegas,89109,707,36.129444,-115.166111,4.1,3131 S Las Vegas Boulevard$*$ Las Vegas$*$ NV 89109,16977686,0,0
217568,217568,a140193,b2395,Caonita,Las Vegas,89109,513,36.121876,-115.168764,3.5,3377 South Las Vegas Blvd,0,BEplfZTUzYwApjMUaOA12w,Craftsteak,Las Vegas,89109,723,36.10222,-115.169516,4.1,3799 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16978079,0,0
218863,218863,a31834,b379,Luisa's Brick Oven,Charlotte,28209,85,35.170641,-80.84658,4,1730 Abbey Pl,0,n5wZxYrle8ROuK-Saq-yyw,Luisa's Brick Oven,Charlotte,28209,205,35.169379,-80.847447,4.2,Montford Abbey$*$ 1730 Abbey Place$*$ Charlotte$*$ NC 28209,17147653,0,1
219378,219378,a53755,b325,South Beach Tanning Company,Charlotte,28209,11,35.165441,-80.849993,4,4805 Park Rd$*$ Ste 105,0,K7YAT4rPKXPed_5xyBwBSw,Roasting Company,Charlotte,28209,511,35.170767,-80.849556,4.4,1521 Montford Drive$*$ Charlotte$*$ NC 28209,17148071,0,0
221350,221350,a27348,b305,The Lodge,Charlotte,28226,63,35.106407,-80.8077349,4,7725 Colony Rd,0,yxLVwItd1Wnhy6SeUUcNYA,The Lodge,Charlotte,28226,691,35.107536,-80.807886,4.7,7725 Colony Road Suite 4$*$ Charlotte$*$ NC 28226,17149641,0,1
221824,221824,a20427,b459,Angelo's,Monona,53716,22,43.0567319,-89.326138,3,5801 Monona Dr,0,OTDogJk9hVcM0oT_ia_09g,Angelo's,Madison,53716,146,43.0567319,-89.326138,4,5801 Monona Dr$*$ Madison$*$ WI 53716,17502928,0,1
222281,222281,a116408,b483,David's Jamaican Cuisine,Monona,53716,55,43.0569909,-89.32527,4,5734 Monona Dr,0,UDyScSvpzBEgOGs6HAXcRg,David's Jamaican Cuisine,Madison,53716,127,43.0578,-89.3256,4,5734 Monona Dr$*$ Monona$*$ WI 53716,17502937,0,1
225177,225177,a127205,b545,Panda Express,Phoenix,85032,14,33.61099223,-111.9963694,3,3923 E Thunderbird Rd$*$ Suite 111,0,7wgNlcLTfQq8CHBob7AGHg,Wang's Express,Phoenix,85032,227,33.640363,-111.978884,4.2,4747 East Bell Road$*$ Northeast Phoenix$*$ Phoenix$*$ AZ 85032,17029944,0,0
225388,225388,a129069,b598,Saba's Mediterranean Kitchen,Phoenix,85032,209,33.639783,-111.97826,4.5,4747 E Bell Rd,0,len2nrEtgD9bjnoYSyLPjA,Saba's Mediterranean Cuisine,Phoenix,85032,210,33.640363,-111.978884,4,4747 East Bell Road$*$ Northeast Phoenix$*$ Phoenix$*$ AZ 85032,17029003,0,1
225902,225902,a143102,b600,NextCare Urgent Care,Phoenix,85032,23,33.6259078,-112.011713,3.5,3229 E. Greenway Road$*$ Ste 102,0,9yATznuXsyvWyvVGhQx06A,40th Street Cafe,Phoenix,85032,188,33.626603,-111.995192,4,4022 E Greenway Rd$*$ Phoenix$*$ AZ 85032,17024955,0,0
226595,226595,a45430,b516,Carolina's Mexican Food,Phoenix,85034,505,33.4315556,-112.0560841,4,1202 E Mohave St,0,89uU51kOiQXbJHVA3C6XMQ,Carolina's Mexican Food,Phoenix,85034,480,33.431537,-112.056197,4.4,1202 East Mohave Street$*$ Downtown$*$ Phoenix$*$ AZ 85034,17025688,0,1
226612,226612,a46685,b529,Knock Kneed Lobster,Phoenix,85034,135,33.4485057,-112.0126321,3.5,3202 E Washington St,0,3u4AsqA8glBmGuxtNx5mdQ,Knock Kneed Lobster,Phoenix,85034,222,33.448381,-112.012631,4.3,3202 East Washington Street$*$ East Phoenix$*$ Phoenix$*$ AZ 85034,17027343,0,1
227071,227071,a108802,b516,Federico's Mexican Food,Phoenix,85034,17,33.451119,-112.0467,4,1621 E Van Buren St,0,ZLRI8ZjrzEm5fRW-ahGz_g,Carolina's Mexican Food,Phoenix,85034,480,33.431537,-112.056197,4.4,1202 East Mohave Street$*$ Downtown$*$ Phoenix$*$ AZ 85034,17025688,0,0
228096,228096,a23566,b381,Frankie's Italian Grille,Charlotte,28202,7,35.214505,-80.84581,3.5,800 E Morehead St,0,UkCVJrOlW1CPJ6go3teoJA,Capital Grille,Charlotte,28202,536,35.228159,-80.841882,4.1,201 N Tryon Street$*$ Charlotte$*$ NC 28202,17146871,0,0
229370,229370,a76124,b387,Great American Grill,Charlotte,28202,3,35.2207294,-80.8427865,4.5,508 E Martin Luther King Jr. Blvd,0,UwkhhEGeLtoQOT4A8WzAfg,Mimosa Grill,Charlotte,28202,370,35.225329,-80.845572,4.1,Two Wells Fargo Center$*$327 S Tryon Street$*$ Charlotte$*$ NC 28202,17147766,0,0
229472,229472,a78616,b381,Harvest Moon Grille,Charlotte,28202,102,35.22911,-80.84119,3.5,The Dunhill Hotel$*$ 237 N Tryon St,0,bpK5y21d-i74v-1ID2uAGQ,Capital Grille,Charlotte,28202,536,35.228159,-80.841882,4.1,201 N Tryon Street$*$ Charlotte$*$ NC 28202,17146871,0,0
229730,229730,a83827,b387,Mimosa Grill,Charlotte,28202,343,35.224456,-80.84547,4,327 S Tryon St,0,Ch7NAhB_MWSDwcNbcptEKg,Mimosa Grill,Charlotte,28202,370,35.225329,-80.845572,4.1,Two Wells Fargo Center$*$327 S Tryon Street$*$ Charlotte$*$ NC 28202,17147766,0,1
230123,230123,a93056,b310,The Belfast Mill,Charlotte,28202,44,35.226008,-80.846744,4.5,144 Brevard Ct,0,pqJ_L-7WC2pDdUa2GLDwRQ,Little Village Grill,Charlotte,28202,373,35.232179,-80.848506,4.6,710 W Trade Street$*$ NC 28202,17147625,0,0
