,_id,l_ID,r_ID,l_name,l_city,l_zipcode,l_review_count,l_latitude,l_longitude,l_rating,l_address,l_zomato_id,l_yelp_id,r_name,r_city,r_zipcode,r_review_count,r_latitude,r_longitude,r_rating,r_address,r_zomato_id,r_yelp_id,predicted
353749,353749,a77777,b3590,PJ McIntyres Irish Pub,Cleveland,44111,47,41.4500019,-81.81635643,4,17119 Lorain Ave,0,4t6z1AT8qBfwaBm13d1GMA,P.J. McIntyre's Irish Pub,Cleveland,44111,298,41.450102,-81.816113,4.2,17119 Lorain Ave$*$ Cleveland$*$ OH 44111,16963465,0,1
353912,353912,a20607,b1841,Rodney's Oyster House,Toronto,M5V 1K4,268,43.6449662,-79.3967514,4,469 King Street W,0,b4LmLgVdbhM-nc1IZc5Weg,Rodney's Oyster House,Toronto,M5V 1K4,742,43.64427222,-79.39672222,4.5,469 King Street West$*$ Toronto$*$ ON M5V 1K4,8904604,0,1
353959,353959,a59589,b3594,Noce Gourmet Pizzeria,Chardon,44024,38,41.5815304,-81.2041129,4,125 Main St,0,2og7CivCoU54PKpvlvxOYw,Noce Gourmet Pizzeria,Cleveland,44024,218,41.581307,-81.203985,4.2,125 Main St.$*$ Chardon$*$ OH 44024,16964365,0,1
354086,354086,a12996,b1583,Pasta Too,Bethel Park,15102,101,40.33057231,-80.02238733,3.5,5260 Library Rd,0,CPgyfcsyPegLha1ajaSRoA,Pasta Too,Pittsburgh,15102,836,40.3308,-80.0224,4.2,5260 Library Rd$*$ Bethel Park$*$ PA 15102,17038372,0,1
354220,354220,a143619,b1594,Big Jim's Restaurant & Bar,Pittsburgh,15207,140,40.4270451,-79.9496055,4,201 Saline St,0,hsDkxhc-_YYsVqAeQBJJjg,Big Jim's Restaurant & Bar,Pittsburgh,15207,412,40.427178,-79.949466,4.2,201 Saline St$*$ Pittsburgh$*$ PA 15207,17035997,0,1
354361,354361,a143013,b546,Jojo's Pizza & Family Restaurant,Glendale,85310,74,33.6991852,-112.1417801,4,23425 N 39th Dr$*$ Ste 110,0,XvYtp_rwIWdd382zbQ6XjA,Jo Jo's Pizza & Family Restaurant,Phoenix,85310,240,33.698594,-112.143434,4.2,23425 North 39th Drive$*$ Deer Valley$*$ Phoenix$*$ AZ 85310,17027218,0,1
354380,354380,a30403,b486,Maria's Pizza,Oregon,53575,30,42.9254462,-89.3843734,4,134 S Main St,0,oWlw9371cuPN-dQ-VEwgYg,Maria's Pizza,Madison,53575,115,42.9254,-89.3844,4,134 S Main St$*$ Oregon$*$ WI 53575,17503030,0,1
354684,354684,a98486,b1526,Cedars Mediterranean Cuisine,Canonsburg,15317,45,40.26562648,-80.12766589,4.5,4071 Washington Rd,0,WGRpmHGkPxBnQ8HOZM7QLQ,Cedars Mediterranean Cuisine,Pittsburgh,15317,381,40.2656334,-80.12767053,4.5,4071 Washington Road$*$ Canonsburg$*$ PA 15317,17042892,0,1
354861,354861,a8517,b557,Pane Bianco,Phoenix,85012,462,33.5006213,-112.0743113,4,4404 N Central Ave,0,lgWB0yGXpZvupYREWxtV7g,Pane Bianco,Phoenix,85012,264,33.5006213,-112.0743113,4.1,4404 North Central Avenue$*$ Midtown$*$ Phoenix$*$ AZ 85012,17028331,0,1
355100,355100,a23093,b576,St. Francis Restaurant,Phoenix,85012,1195,33.5089868,-112.0712744,4,111 E Camelback Rd,0,z6-reuC5BYf_Rth9gMBfgQ,St. Francis,Phoenix,85012,562,33.509161,-112.071623,4,111 East Camelback Road$*$ Midtown$*$ Phoenix$*$ AZ 85012,17031254,0,1
355138,355138,a23949,b506,Postino Central,Phoenix,85012,857,33.5126732,-112.0740998,4.5,5144 N Central Ave,0,FogTa-wmjhVnJCoTiaxvZA,Postino Central,Phoenix,85012,582,33.512251,-112.073898,4.7,5144 North Central Avenue$*$ Midtown$*$ Phoenix$*$ AZ 85012,17030771,0,1
355164,355164,a24709,b578,Hula's Modern Tiki,Phoenix,85012,904,33.506199,-112.074269,4,4700 N Central Ave,0,J07TDs6qnTIaxm48EL1cKQ,Hula's Modern Tiki,Phoenix,85012,342,33.505798,-112.073957,4,4700 North Central Avenue$*$ Midtown$*$ Phoenix$*$ AZ 85012,17031363,0,1
355529,355529,a47277,b594,Two Hippies Beach House,Phoenix,85012,317,33.5089964,-112.0670039,4,501 E Camelback Rd,0,W537pidoTVQmn9x1GPpxgA,Two Hippies Beach House,Phoenix,85012,273,33.509176,-112.067043,4,501 East Camelback Road$*$ Midtown$*$ Phoenix$*$ AZ 85012,17030527,0,1
355546,355546,a47668,b536,China Chili,Phoenix,85012,383,33.4859173,-112.0690737,4,302 E Flower St,0,URFhSrJPk7JM2pUtsuWsAg,China Chili,Phoenix,85012,348,33.485801,-112.069146,4.2,302 East Flower Street$*$ Midtown$*$ Phoenix$*$ AZ 85012,17025821,0,1
355993,355993,a101506,b534,Windsor,Phoenix,85012,861,33.513575,-112.073381,4,5223 N Central Ave,0,cTJjTKz2huGZ-ElScC2pSw,Windsor,Phoenix,85012,345,33.513688,-112.0734431,4.2,5223 North Central Avenue$*$ Phoenix$*$ AZ 85012,17032686,0,1
356815,356815,a142362,b576,St. Francis Xavier Parish,Phoenix,85012,10,33.5060875,-112.0700447,4.5,4715 N Central Ave,0,TMX8ZC7erzAwSJ6Ca9M2tQ,St. Francis,Phoenix,85012,562,33.509161,-112.071623,4,111 East Camelback Road$*$ Midtown$*$ Phoenix$*$ AZ 85012,17031254,0,1
357045,357045,a3680,b1933,Urban Angel,Edinburgh,EH2 1DJ,79,55.9548801,-3.1979891,4,121 Hanover Street$*$ New Town,0,QMySP-qHdwQNZY0gDba0ng,Urban Angel,Edinburgh,EH2 1DJ,150,55.95466944,-3.198008333,4.1,122 Hanover Street$*$ New Town$*$ Edinburgh EH2 1DJ,7600350,0,1
357116,357116,a76879,b3587,Dominic's Santos,Cleveland,44126,24,41.4436377,-81.8581755,3,21467 Lorain Rd,0,7LzhLKAwS7PHUvaPIW833A,Dominic's Santos,Cleveland,44126,331,41.443671,-81.858306,4.2,21467 Lorain Rd$*$ Fairview Park$*$ OH 44126,16964529,0,1
357167,357167,a55748,b3536,Gyros & More,Lorain,44052,18,41.457794,-82.167771,4.5,1515 Broadway,0,jcsZ0uzJINSaTq6oyUU0xQ,Gyro's & More,Cleveland,44052,228,41.457705,-82.167814,4.4,1515 Broadway$*$ Lorain$*$ OH 44052,16960825,0,1
357193,357193,a112047,b1880,The Good Fork,Toronto,M6S 1P9,182,43.6495697,-79.4840826,4,2432 Bloor Street W,0,fN_I3jP7RD2llubTvhXtKQ,The Good Fork,Toronto,M6S 1P9,403,43.649403,-79.484016,4.4,2432 Bloor Street West$*$ Toronto$*$ ON M6S 1P9,8909164,0,1
357291,357291,a129915,b1581,Bocktown Beer and Grill,Pittsburgh,15275,193,40.44627719,-80.18097638,4,690 Chauvet Dr,0,IBGrQ6YUywBp1Hqu9c1LZQ,Bocktown Beer and Grill,Pittsburgh,15275,1068,40.447265,-80.1831,4.2,690 Chauvet Dr$*$ North Fayette Twp$*$ PA 15275,17037730,0,1
357389,357389,a119654,b1570,Kabob-G Grill,Pittsburgh,15234,31,40.3654729,-80.0255984,4.5,3821 Willow Ave,0,8dAmtiVtZjiRTmDq9QAW5w,Kabob-G Grill,Pittsburgh,15234,336,40.3654729,-80.0255984,4.3,3821 Willow Ave$*$ Castle Shannon$*$ PA 15234,17041857,0,1
357522,357522,a33808,b445,Swagat Indian Restaurant,Madison,53717,139,43.0753164,-89.5174398,4,707 N Highpoint Rd,0,FlPAGqTovHc4mEIKJ7Q8Nw,Swagat Restaurant,Madison,53717,326,43.0753,-89.5184,4.1,707 N High Point Rd$*$ Madison$*$ WI 53717,17502670,0,1
357601,357601,a52629,b422,La Baguette,Madison,53717,87,43.0606935,-89.5112765,4,7424 Mineral Point Rd,0,FUX9h1a37GJn9ge1baiNuw,La Baguette,Madison,53717,280,43.060871,-89.51084,4.3,7424 Mineral Point Rd$*$ Madison$*$ WI 53717,17503384,0,1
357720,357720,a72809,b417,Eno Vino Wine Bar & Bistro,Madison,53717,217,43.073189,-89.525189,4,601 Junction Rd,0,aRIZPbrHwnM04TTXLYrFMg,Eno Vino Wine Bar & Bistro,Madison,53717,481,43.0731,-89.5258,4.3,601 Junction Rd$*$ Madison$*$ WI 53717,17502177,0,1
358028,358028,a117657,b455,Oliva,Madison,53717,71,43.0759404,-89.5178922,3.5,751 N High Point Rd,0,1bYtt80iwckHNPJyIl4qQg,Oliva,Madison,53717,302,43.076358,-89.518428,4.1,751 N High Point Rd$*$ Madison$*$ WI 53717,17503383,0,1
358164,358164,a90105,b1916,Nando's,Edinburgh,EH11 1AF,26,55.94180682,-3.216309063,4,Fountain Park$*$ Fountain Bridge,0,bMEZKjo5LTZS3Hk7zGKflQ,Nando's,Edinburgh,EH11 1AF,175,55.941849,-3.216286,4.3,Fountain Park$*$ Dundee Street$*$ Fountainbridge$*$ Edinburgh EH11 1AF,7601277,0,1
358251,358251,a73920,b1554,Bangkok Balcony,Pittsburgh,15217,153,40.4377788,-79.9211229,3.5,5846 Forbes Ave,0,749lGtWM9PsrWonlVY4W2w,Bangkok Balcony,Pittsburgh,15217,894,40.437963,-79.921267,4.3,5846 Forbes Ave$*$ Pittsburgh$*$ PA 15217,17035964,0,1
358455,358455,a119891,b1661,Filippo's Pizza & Italian Food,Monticello,61856,12,40.0248499,-88.5740143,4.5,200 S Market St,0,LDhN6xxOvvC0aQEo6jyO3g,Filippo's Pizza & Italian Food,Champaign,61856,65,40.0247,-88.5741,3.8,200 S Market St$*$ Monticello$*$ IL 61856,17317554,0,1
358528,358528,a73440,b3584,Jack Frost Donuts,Cleveland,44109,184,41.4230623,-81.7235261,4.5,4960 Pearl Rd,0,HeXqhdzNR2mn-Ez4PyWcTA,Jack Frost Donuts,Cleveland,44109,232,41.423516,-81.72285,4.2,4960 Pearl Rd$*$ Cleveland$*$ OH 44109,16961109,0,1
358639,358639,a139791,b324,Lang Van Vietnamese,Charlotte,28215,243,35.2367091,-80.7745147,4,3019 Shamrock Dr,0,KEGLWeFAWXvo0W2LnujhtQ,Lang Van,Charlotte,28215,541,35.23666,-80.77507,4.4,3019 Shamrock Drive$*$ Charlotte$*$ NC 28215,17147586,0,1
358643,358643,a47031,b1999,Miros Cantina Mexicana,Edinburgh,EH2 4BA,37,55.9515715,-3.2045533,4,184 Rose Street$*$ West End,0,2aiaryk7kgUBhXhVu-9vHg,Miro's Cantina,Edinburgh,EH2 4BA,54,55.95145278,-3.204313889,3.8,184 Rose Street$*$ New Town$*$ Edinburgh EH2 4BA,7600173,0,1
358668,358668,a43680,b458,McFarland House Cafe,McFarland,53558,12,43.01299861,-89.28909123,4,5923 Exchange St,0,WVZOqMZR5uWQMPp3xMcHHA,McFarland House Cafe,Madison,53558,111,43.012302,-89.289852,4.1,5923 Exchange St.$*$ McFarland$*$ WI 53558,17503487,0,1
358689,358689,a6614,b1845,Ruby Eats,Toronto,M4M 1H2,13,43.65928187,-79.34878584,3.5,742 Queen Street E,0,_xLVCywmFiMdppYRN6fC8A,Ruby Watchco,Toronto,M4M 1H2,494,43.65905833,-79.34930556,4.5,730 Queen Street East$*$ Toronto$*$ ON M4M 1H2,8908027,0,1
358700,358700,a120278,b1845,Ruby Watchco,Toronto,M4M 1H2,199,43.6592086,-79.3491468,4,730 Queen Street E,0,ZxrWn3v1ZVX9SC_ObbfpHQ,Ruby Watchco,Toronto,M4M 1H2,494,43.65905833,-79.34930556,4.5,730 Queen Street East$*$ Toronto$*$ ON M4M 1H2,8908027,0,1
358774,358774,a9524,b2389,China Tango,Henderson,89044,52,35.9429657,-115.115893,3.5,2850 Bicentennial Pkwy$*$ Ste 100,0,DM8j5g9k28vEOTM0kz4KVA,China Tango Bistro,Las Vegas,89044,195,35.941627,-115.115853,4.2,2850 Bicentennial Parkway$*$ Henderson$*$ NV 89044,16981462,0,1
358881,358881,a121054,b2366,Studio B Buffet,Henderson,89044,1824,35.96580256,-115.1690198,4,12300 S Las Vegas Blvd,0,LNGBEEelQx4zbfWnlc66cw,Studio B Buffet,Las Vegas,89044,222,35.964779,-115.168524,4.2,12300 Las Vegas Boulevard S$*$ Henderson$*$ NV 89044,16981406,0,1
358921,358921,a3218,b1992,Cairngorm Coffee Co,Edinburgh,EH2 1EP,26,55.95339011,-3.200593516,4.5,41a Frederick Street,0,5s8uqAOOhGKGcycoO4zTCg,Cairngorm Coffee Co.,Edinburgh,EH2 1EP,30,55.953689,-3.20033,3.8,41A Frederick Street$*$ New Town$*$ Edinburgh EH2 1EP,7601960,0,1
358958,358958,a10868,b1576,Rey Azteca,New Kensington,15068,52,40.5903445,-79.7496085,4,100 Tarentum Bridge Rd,0,YbsnQgu_3OmNYsCMXegeHw,Rey Azteca,Pittsburgh,15068,295,40.590859,-79.751124,4.3,100 Tarentum Bridge Rd$*$ New Kensington$*$ PA 15068,17041767,0,1
359063,359063,a64787,b1503,Juliano's Restaurant & Pizzeria,Robinson Twp.,15136,73,40.4502136,-80.1261407,4.5,5476 Steubenville Pike,0,DIdvV0HZUMZWiYg4OXyGJg,Juliano's Restaurant & Catering,Pittsburgh,15136,1653,40.4492798,-80.1245673,4.9,5476 Steubenville Pike$*$ McKees Rocks$*$ PA 15136,17037805,0,1
359110,359110,a52338,b3507,Papa Joe's Subs & Pasta,Cleveland,44119,16,41.5906423,-81.5402341,4.5,564 E 200th St,0,Vv7aXgWg2TEXfrfE_-FFrA,Papa Joe's Subs & Pasta,Cleveland,44119,397,41.590677,-81.540383,4.7,564 E 200th St$*$ Cleveland$*$ OH 44119,16962162,0,1
359121,359121,a79043,b3554,Scotti's Italian Eatery,Cleveland,44119,36,41.583427,-81.550164,4,882 E 185th St,0,lHLNQnEHwCJ_CROCfCxEzw,Scotti's Italian Eatery,Cleveland,44119,279,41.583487,-81.549982,4.3,882 E 185th St$*$ Cleveland$*$ OH 44119,16962705,0,1
359284,359284,a4618,b1678,Old Orchard Links,Savoy,61874,8,40.0652239,-88.2507519,3.5,901 N Dunlap Ave,0,fufaCgozp5qERDwRSZArLA,Old Orchard Lanes Pizza,Champaign,61874,51,40.065294,-88.249865,3.7,901 N Dunlap Ave$*$ Savoy$*$ IL 61874,17317863,0,1
359334,359334,a104933,b1678,Old Orchard Lanes,Savoy,61874,13,40.0652239,-88.2507519,3.5,901 N Dunlap Ave,0,3P1dBNauEwkToURbq_I0Dw,Old Orchard Lanes Pizza,Champaign,61874,51,40.065294,-88.249865,3.7,901 N Dunlap Ave$*$ Savoy$*$ IL 61874,17317863,0,1
359366,359366,a31224,b492,Grumpy Troll Pub & Brewery,Mount Horeb,53572,173,43.008107,-89.738062,4,105 S 2nd St,0,lTKfkTHuD0qRt6OaocI-pg,Grumpy Troll Pub & Brewery,Madison,53572,162,43.008057,-89.738343,3.9,105 S 2nd St$*$ Mt Horeb$*$ WI 53572,17502988,0,1
359407,359407,a97846,b438,Sjolinds Chocolate House,Mount Horeb,53572,35,43.0085249,-89.7372832,4.5,219 E Main St$*$ Ste A,0,98wHSByl7JRdrYcMuFfGeA,Sjolinds Chocolate House,Madison,53572,153,43.008513,-89.73736,4.2,219 E Main St$*$ Mt Horeb$*$ WI 53572,17503328,0,1
359453,359453,a30670,b3534,Hunan by the Falls,Chagrin Falls,44022,53,41.425766,-81.374078,4,508 E Washington St,0,IpQG7s5l7ba5NxyzTxn7pg,Hunan By the Falls,Cleveland,44022,475,41.426761,-81.373928,4.4,508 E Washington St$*$ Chagrin Falls$*$ OH 44022,16960998,0,1
359528,359528,a7684,b1677,JT Walker's Restaurant & Brewery,Mahomet,61853,62,40.194982,-88.4039932,4,401 E Main St,0,aLdMqYoHqc77JjOybdPX-A,JT Walker's Restaurant & Sports Bar,Champaign,61853,96,40.1952285,-88.4039421,3.7,401 E Main St$*$ Mahomet$*$ IL 61853,17317796,0,1
359535,359535,a27992,b1620,Filippo's Pizza and Italian Food of Mahomet,Mahomet,61853,20,40.197156,-88.366289,3.5,2012 Tin Cup Rd$*$ Ste B,0,0eTpZzdjkPdz8HBxlljdGw,Filippos Pizza & Italian Food,Champaign,61853,124,40.1967,-88.3669,4.1,2012 Tin Cup Rd Apt B$*$ Mahomet$*$ IL 61853,17317533,0,1
359614,359614,a80925,b1679,Los Zarapes,Mahomet,61853,6,40.20195269,-88.4021759,5,804 Eastwood Dr,0,WU7HnTim3UgqdtpKCavtOw,Los Zarapes,Champaign,61853,48,40.195759,-88.395815,3.7,840 Eastwood Drive$*$ Mahomet$*$ IL 61853,17317874,0,1
359632,359632,a101528,b1676,The Main Street Wingery,Mahomet,61853,11,40.194428,-88.400053,2.5,101 N Lombard St,0,TD1GRFBmBmxHws0JKeY97A,Main Street Wingery,Champaign,61853,87,40.194502,-88.400984,3.7,608 E. Main St.$*$ Mahomet$*$ IL 61853,17317921,0,1
359652,359652,a5759,b3518,The Blue Door Cafe & Bakery,Cuyahoga Falls,44223,303,41.1341609,-81.5089271,4.5,1970 State Rd,0,SJo_IjvzdRtCvZVN0cbrRQ,The Blue Door Cafe & Bakery,Cleveland,44223,587,41.133978,-81.508674,4.5,1970 State Road$*$ Cuyahoga Falls$*$ OH 44223,16964898,0,1
359794,359794,a102277,b487,Sizzling Hut,DeForest,53532,10,43.2510066,-89.3439362,5,404 N Main St,0,XE97VxjZoRxV6IM05grY0g,Sizzling Hut,Madison,53532,98,43.2512,-89.3441,4,404 N Main St$*$ De Forest$*$ WI 53532,17501686,0,1
359809,359809,a134647,b476,Aranda's,DeForest,53532,45,43.24665793,-89.34171958,4.5,142 Market St,0,yVYteK2Ootg37Gh2SIPihA,Aranda's,Madison,53532,128,43.2465956,-89.3416791,4,142 Market Street$*$ Deforest$*$ WI 53532,17503732,0,1
359842,359842,a30962,b1571,Claudio's Pizzeria & Ristorante,Pittsburgh,15241,17,40.3631529,-80.084638,4,1883 Painter's Run Rd,0,pWJoOfYUWSkro0WNxHspFg,Claudio's Pizzeria & Ristorante,Pittsburgh,15241,411,40.363006,-80.085448,4.3,1883 Painter's Run Road$*$ Pittsburgh$*$ PA 15241,17041736,0,1
359921,359921,a108129,b1900,Tom's Dairy Freeze,Etobicoke,M8Y 1K5,73,43.6278936,-79.4965373,4.5,630 The Queensway,0,NGhmpSDZmg1shPOVdsHgBQ,Tom's Dairy Freeze,GTA,M8Y 1K5,205,43.62775,-79.496658,4.4,630 The Queensway$*$ Etobicoke M8Y 1K5,8901053,0,1
359939,359939,a7405,b1907,Mother India's Cafe,Edinburgh,EH1 1LT,74,55.948131,-3.1859835,4,3-5 Infirmary Street,0,22nkIQ4BeSYwsyaPOczOeA,Mother India's Cafe,Edinburgh,EH1 1LT,279,55.94800278,-3.18625,4.4,3-5 Infirmary Street$*$ Old Town$*$ Edinburgh EH1 1LT,7600188,0,1
359942,359942,a78542,b1987,Dovecot Cafe by Stag Espresso,Edinburgh,EH1 1LT,21,55.9485465,-3.1851372,4.5,10 Infirmary St,0,#NAME?,Dovecot Cafe by Stag Espresso,Edinburgh,EH1 1LT,53,55.948563,-3.185094,3.9,Dovecot Studios$*$ 10 Infirmary Street$*$ Old Town$*$ Edinburgh EH1 1LT,7602220,0,1
359946,359946,a127894,b649,Opiano,Montral,H3A 1H3,33,45.5018212,-73.5769085,4,1115 Rue Sherbrooke O,0,hbaDM4I7PF7jtMM9oUx0kA,Opiano,Montreal,H3A 1H3,183,45.5018212,-73.5769085,4.4,1115 Sherbrooke Street W$*$ Montreal$*$ QC H3A 1H3,16639317,0,1
359975,359975,a117412,b1852,ND Sushi & Grill,Toronto,M5T 1L1,76,43.6561157,-79.3923841,4,3 Baldwin Street,0,0W0eaYgmM_PWRQjHpodBIw,ND Sushi & Grill,Toronto,M5T 1L1,382,43.65623611,-79.39241111,4.5,3 Baldwin Street$*$ Toronto M5T 1L1,8909872,0,1
359983,359983,a109185,b1993,Rollo,Edinburgh,EH4 1HH,13,55.95932469,-3.214328214,4.5,108 Raeburn Place,0,l2XPDkHa7ge59UB2AiqwzQ,Rollo,Edinburgh,EH4 1HH,30,55.959327,-3.214277,3.8,108 Raeburn Place$*$ Edinburgh EH4 1HH,7601622,0,1
359993,359993,a102517,b1917,Piatto Verde,Edinburgh,EH11 1DL,10,55.9396297,-3.2206907,4.5,7 Dundee Terrace,0,CStQJ-ADmhxuepLooO2NXA,Piatto Verde,Edinburgh,EH11 1DL,81,55.93993056,-3.220225,4.3,7 Dundee Terrace$*$ Fountainbridge$*$ Edinburgh EH11 1DL,7600419,0,1
360029,360029,a51011,b1568,Rey Azteca,Pittsburgh,15235,56,40.429105,-79.810933,4.5,3448 William Penn Hwy,0,s36Rk0jd78z75LaqifnU3Q,Rey Azteca,Pittsburgh,15235,316,40.4320038,-79.8174828,4.3,3348 William Penn Hwy$*$ Pittsburgh$*$ PA 15235,17041755,0,1
360093,360093,a105903,b1568,Rey Azteca,Pittsburgh,15235,5,40.4659807,-79.8266764,4,11655 Frankstown Rd,0,9vaCqmQ56EtUyj6PV8_D8A,Rey Azteca,Pittsburgh,15235,316,40.4320038,-79.8174828,4.3,3348 William Penn Hwy$*$ Pittsburgh$*$ PA 15235,17041755,0,1
360150,360150,a129419,b1556,Green Forest Churrascaria,Pittsburgh,15235,122,40.44635705,-79.82681935,4.5,655 Rodi Rd$*$ Ste 1,0,z2RiCl_iU-8bM4Lj1zNL8g,Green Forest Churrascaria,Pittsburgh,15235,815,40.447775,-79.827377,4.3,655 Rodi Rd$*$ Penn Hills Twp$*$ PA 15235,17041270,0,1
360200,360200,a75748,b1949,Howies,Edinburgh,EH1 2HG,64,55.9487434,-3.1932557,4,10-14 Victoria Street,0,_TqUO2XaxLQ9i_z3RM8puQ,Howies,Edinburgh,EH1 2HG,191,55.94860556,-3.193161111,4,10-14 Victoria Street$*$ Old Town$*$ Edinburgh EH1 2HG,7600347,0,1
360214,360214,a81498,b1861,Casa Sushi,Toronto,M4K 1P1,36,43.6778835,-79.3500706,3.5,469 Danforth Avenue,0,woXsHjEI-n5MF_dob1CMcA,Casa Sushi,Toronto,M4K 1P1,310,43.677774,-79.350025,4.5,469 Danforth Avenue$*$ Toronto M4K 1P1,8906811,0,1
360256,360256,a93584,b1811,The Stockyards,Toronto,M6C 1B2,603,43.6813705,-79.4262372,4,699 Saint Clair Avenue W,0,k6zmSLmYAquCpJGKNnTgSQ,The Stockyards,Toronto,M6C 1B2,1211,43.681572,-79.426323,4.7,699 St Clair Avenue West$*$ Toronto$*$ ON M6C 1B2,8908995,0,1
360260,360260,a9744,b1969,L'escargot bleu,Edinburgh,EH1 3SA,17,55.9586114,-3.1902786,4,56 Broughton Street,0,TmWz4ZvsNgXj_VMPw6G21w,L'Escargot Bleu,Edinburgh,EH1 3SA,53,55.958625,-3.190202778,3.9,56 Broughton Street$*$ New Town$*$ Edinburgh EH1 3SA,7600498,0,1
360278,360278,a92762,b1983,Union of Genius,Edinburgh,EH1 2QN,29,55.9459706,-3.1909101,4.5,8 Forrest Road,0,NHucZLFgAhjlKKAKGd8R6g,Union Of Genius,Edinburgh,EH1 2QN,41,55.94633889,-3.191236111,3.9,8 Forrest Road$*$ Old Town$*$ Edinburgh EH1 2QN,7601435,0,1
360284,360284,a10032,b1909,Oink,Edinburgh,EH1 2JW,205,55.948585,-3.1939987,4.5,34 Victoria Street$*$ Old Town,0,sH-11zOhWubXobEeuMo2gg,Oink,Edinburgh,EH1 2JW,102,55.94864722,-3.193991667,4.4,34 Victoria Street$*$ Old Town$*$ Edinburgh EH1 2JW,7600213,0,1
360293,360293,a34625,b1996,Maison Bleue,Edinburgh,EH1 2JW,39,55.9486409,-3.1941658,4,36-38 Victoria Street,0,MxHZ5XwIQWnJFTw9gZxAIg,Maison Bleue,Edinburgh,EH1 2JW,87,55.94859444,-3.193952778,3.8,36-38 West Bow$*$ Old Town$*$ Edinburgh EH1 2JW,7600340,0,1
360319,360319,a23428,b1593,Mediterrano,Pittsburgh,15209,54,40.510325,-79.993322,3.5,2193 Babcock Blvd,0,7ULRdJfVo2-Og5ZoGOECFg,Mediterrano,Pittsburgh,15209,630,40.510325,-79.993322,4.2,2193 Babcock Blvd$*$ Pittsburgh$*$ PA 15209,17041929,0,1
360364,360364,a111775,b1566,Jean-Marc Chatellier's French Bakery,Pittsburgh,15209,122,40.4812838,-79.9748789,5,213 North Ave,0,RBiJRcNC7NoDf-XYMFrCBg,Jean-Marc Chatellier's French Bakery,Pittsburgh,15209,345,40.481017,-79.974972,4.3,213 North Ave$*$ Pittsburgh$*$ PA 15209,17036168,0,1
360385,360385,a11765,b1849,Loui's Kouzina,Markham,L6C 1Y9,65,43.8681497,-79.362719,3.5,9255 Woodbine Avenue,0,lYP2k_0RjFAHXoVGnMna1g,Loui's Kouzina,GTA,L6C 1Y9,561,43.869209,-79.360637,4.5,9255 Woodbine Avenue$*$ Markham$*$ ON L6C 1Y9,8910856,0,1
360395,360395,a20625,b1924,The Edinburgh Larder,Edinburgh,EH1 1NB,156,55.949658,-3.1856137,4.5,15 Blackfriars Street,0,xbCNlp2vWixy2W1WsfGv8g,Edinburgh Larder Cafe,Edinburgh,EH1 1NB,80,55.950012,-3.186006,4.2,15 Blackfriars Street$*$ Old Town$*$ Edinburgh EH1 1NB,7601620,0,1
360410,360410,a99375,b1877,Bar Raval,Toronto,M6G 1A4,133,43.65594385,-79.41009969,4,505 College Street,0,41o1FUbCYKJv2djtnlkzlg,Bar Raval,Toronto,M6G 1A4,115,43.655826,-79.409945,4.4,505 College Street$*$ Toronto$*$ ON M6G 1A4,16500051,0,1
360420,360420,a65166,b1945,Boozy Cow,Edinburgh,EH2 2EY,23,55.9519867,-3.1993936,3,17 Frederick Street$*$ New Town,0,1NRdCvV09hJdysScLK7I5A,The Boozy Cow,Edinburgh,EH2 2EY,35,55.951974,-3.199569,4,17 Frederick Street$*$ New Town$*$ Edinburgh EH2 2EY,7602340,0,1
360434,360434,a56731,b3596,Rizzi's Ristorante & Pizzeria,Copley,44321,27,41.0935185,-81.6190227,3.5,2809 Copley Rd,0,dLRJhdnelmOXRa3WeeTbnQ,Rizzi's Ristorante & Pizzeria,Cleveland,44321,242,41.093347,-81.619149,4.2,2809 Copley Rd$*$ Copley$*$ OH 44321,16962531,0,1
360477,360477,a87933,b1977,Field,Edinburgh,EH8 9DB,40,55.9446907,-3.1854458,4.5,41 West Nicolson Street,0,XahLCgicRsLPb0TSMAIQtw,Field,Edinburgh,EH8 9DB,39,55.94462222,-3.185302778,3.9,41 West Nicolson Street$*$ Old Town$*$ Edinburgh EH8 9DB,7601260,0,1
360489,360489,a115959,b1965,The Elephant House,Edinburgh,EH1 1EN,189,55.9473086,-3.1916428,3,21 George IV Bridge,0,S1eha-aT5c7WMk7lDLsW0A,The Elephant House,Edinburgh,EH1 1EN,79,55.94755556,-3.191780556,3.9,21 George IV Bridge$*$ Old Town$*$ Edinburgh EH1 1EN,7600471,0,1
360496,360496,a97796,b1976,Artisan Roast,Edinburgh,EH1 3RJ,134,55.95788251,-3.188867569,4.5,57 Broughton St,0,6P_ZHZ_moGR6siCHhRQ3uQ,Artisan Roast,Edinburgh,EH1 3RJ,72,55.95792778,-3.188880556,3.9,57 Broughton Street$*$ New Town$*$ Edinburgh EH1 3RJ,7600527,0,1
360501,360501,a13877,b1946,The Dogs,Edinburgh,EH2 1DR,154,55.9545302,-3.1980785,4,110 Hanover Street,0,yNFKeZrEvQBt9bbUUNyZSg,The Dogs,Edinburgh,EH2 1DR,141,55.95448333,-3.197813889,4,110 Hanover Street$*$ New Town$*$ Edinburgh EH2 1DR,7600373,0,1
